"","Afghanistan","0"
"","Albania","0"
"","Algeria","0"
"","Andorra","0"
"","Angola","0"
"","Antigua and Barbuda","0"
"","Argentina","0"
"","Armenia","0"
"Australian Capital Territory","Australia","0"
"New South Wales","Australia","0"
"Northern Territory","Australia","0"
"Queensland","Australia","0"
"South Australia","Australia","0"
"Tasmania","Australia","0"
"Victoria","Australia","0"
"Western Australia","Australia","0"
"","Austria","0"
"","Azerbaijan","0"
"","Bahamas","0"
"","Bahrain","0"
"","Bangladesh","0"
"","Barbados","0"
"","Belarus","0"
"","Belgium","0"
"","Belize","0"
"","Benin","0"
"","Bhutan","0"
"","Bolivia","0"
"","Bosnia and Herzegovina","0"
"","Botswana","0"
"","Brazil","0"
"","Brunei","0"
"","Bulgaria","0"
"","Burkina Faso","0"
"","Burma","0"
"","Burundi","0"
"","Cabo Verde","0"
"","Cambodia","0"
"","Cameroon","0"
"Alberta","Canada","0"
"British Columbia","Canada","0"
"Diamond Princess","Canada","0"
"Grand Princess","Canada","0"
"Manitoba","Canada","0"
"New Brunswick","Canada","0"
"Newfoundland and Labrador","Canada","0"
"Northwest Territories","Canada","0"
"Nova Scotia","Canada","0"
"Nunavut","Canada","0"
"Ontario","Canada","0"
"Prince Edward Island","Canada","0"
"Quebec","Canada","0"
"Repatriated Travellers","Canada","0"
"Saskatchewan","Canada","0"
"Yukon","Canada","0"
"","Central African Republic","0"
"","Chad","0"
"","Chile","0"
"Anhui","China","1"
"Beijing","China","14"
"Chongqing","China","6"
"Fujian","China","1"
"Gansu","China","0"
"Guangdong","China","26"
"Guangxi","China","2"
"Guizhou","China","1"
"Hainan","China","4"
"Hebei","China","1"
"Heilongjiang","China","0"
"Henan","China","5"
"Hong Kong","China","0"
"Hubei","China","444"
"Hunan","China","4"
"Inner Mongolia","China","0"
"Jiangsu","China","1"
"Jiangxi","China","2"
"Jilin","China","0"
"Liaoning","China","2"
"Macau","China","1"
"Ningxia","China","1"
"Qinghai","China","0"
"Shaanxi","China","0"
"Shandong","China","2"
"Shanghai","China","9"
"Shanxi","China","1"
"Sichuan","China","5"
"Tianjin","China","4"
"Tibet","China","0"
"Unknown","China","0"
"Xinjiang","China","0"
"Yunnan","China","1"
"Zhejiang","China","10"
"","Colombia","0"
"","Comoros","0"
"","Congo (Brazzaville)","0"
"","Congo (Kinshasa)","0"
"","Costa Rica","0"
"","Cote d'Ivoire","0"
"","Croatia","0"
"","Cuba","0"
"","Cyprus","0"
"","Czechia","0"
"Faroe Islands","Denmark","0"
"Greenland","Denmark","0"
"","Denmark","0"
"","Diamond Princess","0"
"","Djibouti","0"
"","Dominica","0"
"","Dominican Republic","0"
"","Ecuador","0"
"","Egypt","0"
"","El Salvador","0"
"","Equatorial Guinea","0"
"","Eritrea","0"
"","Estonia","0"
"","Eswatini","0"
"","Ethiopia","0"
"","Fiji","0"
"","Finland","0"
"French Guiana","France","0"
"French Polynesia","France","0"
"Guadeloupe","France","0"
"Martinique","France","0"
"Mayotte","France","0"
"New Caledonia","France","0"
"Reunion","France","0"
"Saint Barthelemy","France","0"
"Saint Pierre and Miquelon","France","0"
"St Martin","France","0"
"Wallis and Futuna","France","0"
"","France","0"
"","Gabon","0"
"","Gambia","0"
"","Georgia","0"
"","Germany","0"
"","Ghana","0"
"","Greece","0"
"","Grenada","0"
"","Guatemala","0"
"","Guinea","0"
"","Guinea-Bissau","0"
"","Guyana","0"
"","Haiti","0"
"","Holy See","0"
"","Honduras","0"
"","Hungary","0"
"","Iceland","0"
"","India","0"
"","Indonesia","0"
"","Iran","0"
"","Iraq","0"
"","Ireland","0"
"","Israel","0"
"","Italy","0"
"","Jamaica","0"
"","Japan","2"
"","Jordan","0"
"","Kazakhstan","0"
"","Kenya","0"
"","Kiribati","0"
"","Korea, South","1"
"","Kosovo","0"
"","Kuwait","0"
"","Kyrgyzstan","0"
"","Laos","0"
"","Latvia","0"
"","Lebanon","0"
"","Lesotho","0"
"","Liberia","0"
"","Libya","0"
"","Liechtenstein","0"
"","Lithuania","0"
"","Luxembourg","0"
"","MS Zaandam","0"
"","Madagascar","0"
"","Malawi","0"
"","Malaysia","0"
"","Maldives","0"
"","Mali","0"
"","Malta","0"
"","Marshall Islands","0"
"","Mauritania","0"
"","Mauritius","0"
"","Mexico","0"
"","Micronesia","0"
"","Moldova","0"
"","Monaco","0"
"","Mongolia","0"
"","Montenegro","0"
"","Morocco","0"
"","Mozambique","0"
"","Namibia","0"
"","Nepal","0"
"Aruba","Netherlands","0"
"Bonaire, Sint Eustatius and Saba","Netherlands","0"
"Curacao","Netherlands","0"
"Sint Maarten","Netherlands","0"
"","Netherlands","0"
"","New Zealand","0"
"","Nicaragua","0"
"","Niger","0"
"","Nigeria","0"
"","North Macedonia","0"
"","Norway","0"
"","Oman","0"
"","Pakistan","0"
"","Panama","0"
"","Papua New Guinea","0"
"","Paraguay","0"
"","Peru","0"
"","Philippines","0"
"","Poland","0"
"","Portugal","0"
"","Qatar","0"
"","Romania","0"
"","Russia","0"
"","Rwanda","0"
"","Saint Kitts and Nevis","0"
"","Saint Lucia","0"
"","Saint Vincent and the Grenadines","0"
"","Samoa","0"
"","San Marino","0"
"","Sao Tome and Principe","0"
"","Saudi Arabia","0"
"","Senegal","0"
"","Serbia","0"
"","Seychelles","0"
"","Sierra Leone","0"
"","Singapore","0"
"","Slovakia","0"
"","Slovenia","0"
"","Solomon Islands","0"
"","Somalia","0"
"","South Africa","0"
"","South Sudan","0"
"","Spain","0"
"","Sri Lanka","0"
"","Sudan","0"
"","Suriname","0"
"","Sweden","0"
"","Switzerland","0"
"","Syria","0"
"","Taiwan*","1"
"","Tajikistan","0"
"","Tanzania","0"
"","Thailand","4"
"","Timor-Leste","0"
"","Togo","0"
"","Trinidad and Tobago","0"
"","Tunisia","0"
"","Turkey","0"
"","US","1"
"","Uganda","0"
"","Ukraine","0"
"","United Arab Emirates","0"
"Anguilla","United Kingdom","0"
"Bermuda","United Kingdom","0"
